job_id,company_name,industry,job_title,skills_required,experience_level,employment_type,location,salary_range_usd,posted_date,company_size,tools_preferred,min_salary,max_salary,avarage_salary_USD,Year,Month,salary_level
120,Gutierrez PLC,Retail,NLP Engineer,"PyTorch, GCP, NumPy, Python, Pandas, Keras",Entry,Contract,"West Fredside, PW",59290-84926,8/10/2025,Mid,"TensorFlow, KDB+, BigQuery",59290,84926,72108,2025,8,Low
121,"King, Chambers and Brown",Retail,AI Researcher,"SQL, Excel, Python",Mid,Remote,"Eriktown, GT",124112-141184,10/8/2024,Mid,"Scikit-learn, MLflow",124112,141184,132648,2024,10,Medium
122,Shannon LLC,Finance,AI Researcher,"GCP, Keras, Azure, SQL, Scikit-learn, NumPy",Entry,Contract,"Port Robert, TR",93411-137526,7/10/2024,Large,BigQuery,93411,137526,115468.5,2024,7,Medium
123,Thompson-Norris,Finance,Computer Vision Engineer,"Azure, TensorFlow, PyTorch, AWS, Flask",Senior,Contract,"Davidfort, CU",98592-132404,10/8/2024,Startup,"KDB+, MLflow",98592,132404,115498,2024,10,Medium
124,Davis and Sons,E-commerce,Quant Researcher,"Hugging Face, Power BI, SQL, FastAPI, C++, Reinforcement Learning",Mid,Internship,"Carrollland, SE",109693-136678,10/31/2023,Large,KDB+,109693,136678,123185.5,2023,10,Medium
125,"Reed, Garcia and French",E-commerce,NLP Engineer,"Keras, CUDA, TensorFlow",Mid,Full-time,"West Richardborough, BE",128381-173902,8/3/2025,Startup,"BigQuery, TensorFlow",128381,173902,151141.5,2025,8,High
126,Anderson-Cruz,Tech,Computer Vision Engineer,"SQL, AWS, Power BI",Mid,Remote,"Jasonshire, TH",114132-129565,4/7/2025,Large,PyTorch,114132,129565,121848.5,2025,4,Medium
127,King PLC,Finance,Quant Researcher,"NumPy, CUDA, Scikit-learn, Keras, Excel, Pandas",Mid,Contract,"East Sheriton, SV",117985-188287,3/10/2024,Large,Scikit-learn,117985,188287,153136,2024,3,High
128,Baker-Gomez,Finance,AI Product Manager,"NumPy, PyTorch, FastAPI, CUDA, Azure",Entry,Remote,"Sarahview, SE",98649-172840,11/22/2024,Large,"LangChain, KDB+",98649,172840,135744.5,2024,11,Medium
129,"Patterson, Bruce and Herring",Retail,NLP Engineer,"Keras, Pandas, MLflow, Scikit-learn",Mid,Remote,"Davechester, LR",132259-223631,12/31/2024,Mid,"PyTorch, KDB+, LangChain",132259,223631,177945,2024,12,High
130,Jackson Inc,Education,Data Analyst,"MLflow, NumPy, Scikit-learn, Azure, Keras",Senior,Internship,"Allenton, UG",92116-122876,3/11/2025,Startup,Scikit-learn,92116,122876,107496,2025,3,Medium
131,"Thompson, Lewis and Gonzalez",E-commerce,NLP Engineer,"AWS, Hugging Face, Python, Reinforcement Learning, Scikit-learn, LangChain",Entry,Internship,"Westland, KM",111421-135658,9/23/2024,Large,BigQuery,111421,135658,123539.5,2024,9,Medium
132,Mclean Inc,Healthcare,NLP Engineer,"Keras, Pandas, TensorFlow, CUDA",Mid,Remote,"Shermanshire, MM",64185-77841,2/9/2025,Large,"KDB+, FastAPI",64185,77841,71013,2025,2,Low
133,Moore Inc,Automotive,AI Researcher,"Power BI, CUDA, Scikit-learn",Senior,Contract,"Jamesborough, GB",114287-213324,4/23/2025,Mid,"BigQuery, LangChain, FastAPI",114287,213324,163805.5,2025,4,High
134,Flores-Dalton,Automotive,AI Researcher,"CUDA, Reinforcement Learning, TensorFlow, Power BI, FastAPI, LangChain",Senior,Internship,"East Edward, MV",67967-136114,9/1/2025,Mid,TensorFlow,67967,136114,102040.5,2025,9,Medium
135,Nguyen and Sons,Healthcare,Data Analyst,"C++, MLflow, TensorFlow, NumPy, Excel, R",Entry,Full-time,"Youngborough, CF",119699-195649,2/29/2024,Mid,"PyTorch, FastAPI",119699,195649,157674,2024,2,High
136,Russell Inc,Finance,NLP Engineer,"Excel, CUDA, GCP, Scikit-learn, Python",Senior,Remote,"Morrowview, RS",105893-197119,12/30/2024,Mid,PyTorch,105893,197119,151506,2024,12,High
137,Castillo and Sons,Education,Computer Vision Engineer,"NumPy, MLflow, R, C++",Mid,Full-time,"North Sheilamouth, JP",144509-185639,9/2/2024,Mid,"FastAPI, PyTorch, TensorFlow",144509,185639,165074,2024,9,High
138,Price PLC,Finance,AI Product Manager,"AWS, GCP, R, Power BI",Senior,Contract,"Randallside, CZ",125979-196585,3/5/2024,Startup,"BigQuery, Scikit-learn",125979,196585,161282,2024,3,High
139,"Payne, Vasquez and Arnold",Healthcare,AI Product Manager,"Azure, Hugging Face, C++, Scikit-learn, Flask, Pandas",Mid,Full-time,"Danielfurt, GW",96804-161412,1/14/2024,Large,"LangChain, PyTorch, MLflow",96804,161412,129108,2024,1,Medium
140,Roth LLC,Retail,Data Analyst,"SQL, AWS, Pandas, PyTorch, LangChain, C++",Senior,Contract,"Royville, BG",145387-192153,8/26/2025,Startup,BigQuery,145387,192153,168770,2025,8,High
141,Bryant and Sons,Automotive,Quant Researcher,"AWS, Pandas, NumPy, LangChain, GCP, Flask",Entry,Contract,"Port Allisonfurt, SN",44646-126597,6/7/2025,Large,"Scikit-learn, TensorFlow",44646,126597,85621.5,2025,6,Low
142,"Morris, Williams and Campbell",Healthcare,ML Engineer,"C++, PyTorch, NumPy, LangChain, AWS, Keras",Mid,Remote,"South Heatherside, KZ",61799-124735,5/14/2024,Startup,TensorFlow,61799,124735,93267,2024,5,Low
143,Perez Ltd,Healthcare,AI Product Manager,"MLflow, LangChain, Power BI, Scikit-learn, Pandas",Entry,Remote,"West Susan, NG",142495-193478,4/4/2025,Large,"FastAPI, KDB+",142495,193478,167986.5,2025,4,High
144,Smith-Hernandez,Education,Data Scientist,"NumPy, TensorFlow, GCP, LangChain",Mid,Contract,"Shelbyberg, AO",52111-123116,1/5/2024,Startup,"Scikit-learn, KDB+",52111,123116,87613.5,2024,1,Low
145,"Barber, Green and Fernandez",Retail,Data Analyst,"Scikit-learn, PyTorch, Python, GCP",Entry,Contract,"Ryanberg, MD",68548-93154,7/30/2024,Mid,"MLflow, KDB+",68548,93154,80851,2024,7,Low
146,"Baker, Nichols and Chen",Education,ML Engineer,"LangChain, Keras, Hugging Face, Scikit-learn, Reinforcement Learning",Entry,Contract,"West Carloston, CO",82795-123262,3/10/2025,Large,"BigQuery, MLflow, Scikit-learn",82795,123262,103028.5,2025,3,Medium
147,Crawford-Cooper,E-commerce,AI Researcher,"FastAPI, Python, Pandas, Azure",Entry,Internship,"Calderonfurt, KN",94239-122634,8/17/2025,Mid,BigQuery,94239,122634,108436.5,2025,8,Medium
148,"Manning, Hernandez and Serrano",Retail,NLP Engineer,"Power BI, Flask, GCP, CUDA",Mid,Remote,"New Crystalport, BF",64790-95818,12/19/2023,Large,FastAPI,64790,95818,80304,2023,12,Low
149,Sanchez and Sons,E-commerce,Data Analyst,"PyTorch, AWS, SQL",Senior,Remote,"North Melissa, NL",133389-145372,9/17/2025,Startup,"PyTorch, Scikit-learn",133389,145372,139380.5,2025,9,Medium
150,Gomez-Mosley,Automotive,Computer Vision Engineer,"CUDA, Python, Keras, SQL",Senior,Internship,"East James, CR",112241-126511,12/28/2024,Mid,KDB+,112241,126511,119376,2024,12,Medium
151,"Knox, Kirby and Rogers",Education,AI Researcher,"NumPy, AWS, Azure, TensorFlow, CUDA",Mid,Remote,"Cynthiamouth, SC",66955-108050,3/8/2024,Startup,"FastAPI, TensorFlow, LangChain",66955,108050,87502.5,2024,3,Low
152,Johnson-Hansen,E-commerce,ML Engineer,"Python, Keras, PyTorch",Mid,Internship,"New Christopher, KG",84480-167599,3/21/2024,Mid,Scikit-learn,84480,167599,126039.5,2024,3,Medium
153,Allen-Carr,Finance,AI Product Manager,"TensorFlow, FastAPI, AWS",Mid,Contract,"West Jamesborough, BT",74795-159585,12/14/2023,Mid,Scikit-learn,74795,159585,117190,2023,12,Medium
154,Carroll-Peterson,Education,AI Researcher,"CUDA, MLflow, LangChain",Mid,Internship,"Lake Amanda, PG",128089-227314,7/27/2024,Startup,"TensorFlow, FastAPI, PyTorch",128089,227314,177701.5,2024,7,High
155,Castillo and Sons,Healthcare,NLP Engineer,"Flask, GCP, Azure, Reinforcement Learning, PyTorch",Mid,Contract,"New Monicaborough, KH",59563-117049,6/4/2024,Mid,"MLflow, PyTorch, KDB+",59563,117049,88306,2024,6,Low
156,Dixon-Fields,Automotive,Data Analyst,"PyTorch, Power BI, TensorFlow, Keras",Senior,Remote,"New Christinastad, GY",124014-215657,11/23/2024,Startup,"BigQuery, KDB+",124014,215657,169835.5,2024,11,High
157,Ashley-Espinoza,Education,Computer Vision Engineer,"Python, LangChain, Hugging Face, Excel, Flask, Reinforcement Learning",Senior,Internship,"Elizabethchester, KZ",82670-112083,6/23/2025,Startup,"TensorFlow, MLflow",82670,112083,97376.5,2025,6,Low
158,"Scott, Nelson and Cooke",Education,NLP Engineer,"Flask, Keras, Hugging Face, Azure, C++, SQL",Senior,Remote,"Hayesberg, AG",99523-190227,1/2/2025,Mid,"MLflow, Scikit-learn, FastAPI",99523,190227,144875,2025,1,Medium
159,Wright-Pennington,Finance,Quant Researcher,"R, NumPy, Keras, TensorFlow, Python, GCP",Mid,Contract,"Bentonland, BG",63560-115745,9/14/2025,Large,"Scikit-learn, KDB+, BigQuery",63560,115745,89652.5,2025,9,Low
160,Garcia-Martinez,Education,Data Analyst,"Power BI, Flask, LangChain, Excel, MLflow",Mid,Contract,"Michaeltown, UY",96246-127172,3/16/2025,Large,"Scikit-learn, BigQuery, KDB+",96246,127172,111709,2025,3,Medium
161,Ryan-Ward,Education,Quant Researcher,"FastAPI, Azure, Power BI, CUDA, Flask",Mid,Internship,"Hernandezfurt, MX",133411-230008,2/5/2024,Mid,"KDB+, BigQuery",133411,230008,181709.5,2024,2,High
162,"Ross, Torres and Griffith",Healthcare,NLP Engineer,"MLflow, Excel, LangChain",Senior,Contract,"Jessicamouth, PS",44241-67386,12/4/2023,Large,"FastAPI, PyTorch",44241,67386,55813.5,2023,12,Low
163,"Contreras, Taylor and Nelson",Education,ML Engineer,"NumPy, Scikit-learn, AWS, Power BI, SQL",Mid,Internship,"North Danielfort, LC",42621-93559,3/16/2025,Startup,"Scikit-learn, MLflow, BigQuery",42621,93559,68090,2025,3,Low
164,French Inc,Finance,NLP Engineer,"R, Keras, NumPy, FastAPI",Entry,Remote,"East Ritaburgh, AM",75069-172405,8/6/2025,Mid,"TensorFlow, MLflow",75069,172405,123737,2025,8,Medium
165,"Roth, Le and Hamilton",Healthcare,AI Product Manager,"Keras, GCP, NumPy, AWS",Mid,Full-time,"Lake Eriktown, TZ",110005-156652,4/14/2025,Large,LangChain,110005,156652,133328.5,2025,4,Medium
166,"Boyd, Gallagher and Thompson",Healthcare,Computer Vision Engineer,"Hugging Face, Reinforcement Learning, LangChain",Senior,Internship,"Brandonton, RO",127733-156796,9/16/2025,Large,"BigQuery, MLflow, FastAPI",127733,156796,142264.5,2025,9,Medium
167,Benjamin-Nguyen,Tech,Computer Vision Engineer,"LangChain, TensorFlow, AWS, Reinforcement Learning",Senior,Internship,"Barryborough, JM",81580-132667,4/16/2024,Startup,"TensorFlow, BigQuery",81580,132667,107123.5,2024,4,Medium
168,Coleman-Jimenez,Automotive,Data Analyst,"FastAPI, Reinforcement Learning, Hugging Face, GCP, R",Entry,Internship,"West Alexanderberg, MG",46318-73935,10/18/2024,Mid,TensorFlow,46318,73935,60126.5,2024,10,Low
169,Williams-Gross,Finance,Data Analyst,"Power BI, Excel, SQL, AWS, Azure",Entry,Full-time,"Ericport, BR",83360-173396,12/11/2024,Startup,"FastAPI, MLflow, KDB+",83360,173396,128378,2024,12,Medium
170,Gonzalez Ltd,E-commerce,ML Engineer,"FastAPI, AWS, PyTorch",Mid,Remote,"Johnsonmouth, BS",50841-149011,5/2/2025,Mid,LangChain,50841,149011,99926,2025,5,Low
171,Hart-Miller,E-commerce,AI Product Manager,"CUDA, Python, Keras",Senior,Internship,"South Gary, BN",84196-183723,3/15/2025,Startup,"FastAPI, PyTorch, TensorFlow",84196,183723,133959.5,2025,3,Medium
172,Kim Inc,Tech,AI Researcher,"Flask, Azure, Hugging Face, FastAPI, Excel",Mid,Contract,"West Ralphview, SL",92704-181511,5/25/2024,Mid,"PyTorch, BigQuery",92704,181511,137107.5,2024,5,Medium
173,Horton LLC,Tech,Data Scientist,"TensorFlow, CUDA, Reinforcement Learning, Flask, R",Entry,Internship,"Debraview, HU",61245-133612,1/31/2024,Mid,"FastAPI, PyTorch",61245,133612,97428.5,2024,1,Low
174,Mendoza Ltd,Retail,AI Product Manager,"NumPy, MLflow, Python, C++, Azure",Mid,Internship,"North Michael, CU",91839-153147,8/1/2024,Large,"FastAPI, MLflow",91839,153147,122493,2024,8,Medium
175,"Alexander, Warner and Mendez",Tech,AI Product Manager,"NumPy, PyTorch, C++, MLflow, TensorFlow",Entry,Contract,"Joneston, TL",65330-149814,1/24/2025,Mid,"TensorFlow, KDB+, MLflow",65330,149814,107572,2025,1,Medium
176,Williams Ltd,Automotive,NLP Engineer,"Power BI, Azure, FastAPI, LangChain, NumPy",Mid,Contract,"Port Ariel, TR",142316-210339,1/21/2025,Mid,"KDB+, BigQuery",142316,210339,176327.5,2025,1,High
177,Mills Group,Finance,Quant Researcher,"Excel, Azure, Python, R, Hugging Face",Mid,Internship,"Johnathanmouth, HN",86369-153860,4/29/2025,Mid,"PyTorch, LangChain, MLflow",86369,153860,120114.5,2025,4,Medium
178,Jordan-Graves,Healthcare,AI Product Manager,"Power BI, MLflow, NumPy, Pandas",Senior,Full-time,"East Jennifer, EE",123834-203953,8/1/2025,Startup,"Scikit-learn, PyTorch, LangChain",123834,203953,163893.5,2025,8,High
179,Casey-Smith,Automotive,AI Product Manager,"LangChain, R, Hugging Face, Scikit-learn",Mid,Remote,"Romerobury, BI",86874-127959,10/7/2024,Mid,"TensorFlow, BigQuery, KDB+",86874,127959,107416.5,2024,10,Medium
180,Melton-Turner,Retail,AI Researcher,"Power BI, TensorFlow, Azure, CUDA, GCP, Pandas",Entry,Internship,"West Chelseafurt, AU",91853-143054,2/22/2024,Startup,"TensorFlow, FastAPI",91853,143054,117453.5,2024,2,Medium
181,Gutierrez-Hernandez,E-commerce,Data Analyst,"Reinforcement Learning, SQL, Scikit-learn, AWS",Senior,Remote,"Lake Thomas, MD",115282-183026,5/23/2025,Large,"KDB+, Scikit-learn, PyTorch",115282,183026,149154,2025,5,Medium
182,"Oliver, Tran and Jackson",Finance,NLP Engineer,"Scikit-learn, LangChain, Hugging Face, Python",Mid,Internship,"North Briannafort, PH",100075-181375,6/8/2024,Startup,PyTorch,100075,181375,140725,2024,6,Medium
183,Diaz-Hardy,Healthcare,AI Researcher,"Python, NumPy, Flask, LangChain, R",Entry,Internship,"Davidstad, BY",84286-155592,8/22/2024,Startup,"BigQuery, TensorFlow",84286,155592,119939,2024,8,Medium
184,White-Hayes,Automotive,Quant Researcher,"PyTorch, Python, GCP, MLflow",Senior,Full-time,"West Derek, VU",81464-148211,3/26/2024,Large,"Scikit-learn, BigQuery",81464,148211,114837.5,2024,3,Medium
185,Dominguez Ltd,Education,Computer Vision Engineer,"Python, MLflow, Azure, TensorFlow, Power BI",Entry,Remote,"East Christopher, EE",142464-186808,1/29/2025,Mid,TensorFlow,142464,186808,164636,2025,1,High
186,"Welch, Green and Williams",E-commerce,Data Analyst,"NumPy, R, MLflow, C++, FastAPI",Entry,Contract,"Emmafurt, GN",121357-161420,10/21/2024,Large,BigQuery,121357,161420,141388.5,2024,10,Medium
187,Reed LLC,Healthcare,AI Researcher,"Excel, CUDA, Pandas",Mid,Full-time,"Andreside, GA",126266-151205,1/20/2024,Large,"LangChain, MLflow",126266,151205,138735.5,2024,1,Medium
188,Brown and Sons,Retail,Computer Vision Engineer,"Scikit-learn, SQL, Keras, GCP, AWS, NumPy",Mid,Remote,"New Donald, CU",43986-115213,9/14/2024,Large,KDB+,43986,115213,79599.5,2024,9,Low
189,Gutierrez Group,Automotive,Data Scientist,"PyTorch, SQL, Reinforcement Learning, MLflow, AWS",Entry,Internship,"New Andrea, ST",62157-96230,9/29/2024,Large,BigQuery,62157,96230,79193.5,2024,9,Low
190,"Robinson, Stafford and Hoffman",Retail,AI Product Manager,"FastAPI, GCP, LangChain, MLflow",Entry,Full-time,"Palmerburgh, CF",102546-120953,5/30/2024,Large,"PyTorch, KDB+",102546,120953,111749.5,2024,5,Medium
191,"Wu, Browning and Ramos",Tech,Data Analyst,"NumPy, R, Power BI, CUDA",Mid,Internship,"North Louis, UY",79611-163781,10/28/2024,Mid,"MLflow, LangChain, FastAPI",79611,163781,121696,2024,10,Medium
192,Jones-Curtis,Education,AI Researcher,"Pandas, CUDA, PyTorch",Senior,Full-time,"North Nataliemouth, SR",142867-168105,1/25/2024,Mid,"FastAPI, BigQuery",142867,168105,155486,2024,1,High
193,Lewis-Brooks,Retail,ML Engineer,"Azure, Python, Hugging Face, SQL",Mid,Contract,"Owenshaven, LY",63520-101934,2/11/2024,Mid,"MLflow, KDB+",63520,101934,82727,2024,2,Low
194,"Hobbs, Lawson and Robertson",Retail,Data Scientist,"MLflow, PyTorch, Scikit-learn",Senior,Internship,"Port Ricardo, SR",116202-179210,5/19/2024,Large,"LangChain, KDB+",116202,179210,147706,2024,5,Medium
195,"Gonzales, Lane and Hart",Healthcare,Quant Researcher,"Pandas, Reinforcement Learning, FastAPI",Mid,Internship,"Kaylaland, DE",137620-173474,11/4/2023,Mid,Scikit-learn,137620,173474,155547,2023,11,High
196,Kim PLC,Retail,NLP Engineer,"TensorFlow, SQL, NumPy",Entry,Internship,"North Jamietown, KE",131485-218283,12/8/2024,Mid,"BigQuery, FastAPI",131485,218283,174884,2024,12,High
197,"Vasquez, Fleming and Jones",Tech,AI Product Manager,"Flask, C++, TensorFlow, Reinforcement Learning, R",Entry,Internship,"East Melindastad, TO",117341-158797,8/27/2024,Startup,"Scikit-learn, TensorFlow, FastAPI",117341,158797,138069,2024,8,Medium
198,Rice Inc,Automotive,Data Analyst,"LangChain, Python, SQL",Entry,Internship,"East Linda, KP",123706-167631,8/15/2024,Mid,BigQuery,123706,167631,145668.5,2024,8,Medium
199,"Morris, Jensen and Hamilton",Tech,Quant Researcher,"Azure, Scikit-learn, Keras, R, Hugging Face",Mid,Contract,"Port Mckenzie, BO",43828-96329,4/1/2024,Mid,"BigQuery, KDB+",43828,96329,70078.5,2024,4,Low
200,Gonzalez and Sons,Education,AI Product Manager,"NumPy, AWS, LangChain",Entry,Full-time,"New Traceyborough, BG",130984-170051,6/17/2025,Startup,PyTorch,130984,170051,150517.5,2025,6,High
201,Robinson-Hall,E-commerce,Data Scientist,"C++, Scikit-learn, CUDA, LangChain",Entry,Internship,"Flowersberg, MG",125831-194965,12/31/2024,Large,"BigQuery, PyTorch",125831,194965,160398,2024,12,High
202,Mendoza Ltd,Finance,AI Product Manager,"NumPy, Excel, Azure, AWS",Entry,Contract,"Chandlerville, RS",96628-121086,11/7/2024,Mid,"PyTorch, TensorFlow, FastAPI",96628,121086,108857,2024,11,Medium
203,Richards-Barnes,Finance,NLP Engineer,"Power BI, GCP, FastAPI, C++, Pandas, SQL",Entry,Remote,"Williamton, TM",85788-132802,2/16/2024,Large,"LangChain, KDB+, FastAPI",85788,132802,109295,2024,2,Medium
204,Bailey-Harris,Automotive,Quant Researcher,"MLflow, Flask, Azure, CUDA, FastAPI",Mid,Internship,"Lake Sarah, SY",147975-247578,5/12/2025,Startup,TensorFlow,147975,247578,197776.5,2025,5,High
205,Soto and Sons,Automotive,Data Analyst,"Pandas, AWS, R, TensorFlow, FastAPI, MLflow",Entry,Contract,"East Johnton, HR",48226-90071,12/24/2024,Mid,BigQuery,48226,90071,69148.5,2024,12,Low
206,Williams Ltd,Healthcare,Data Scientist,"Python, Power BI, PyTorch",Senior,Full-time,"Samuelhaven, BO",62447-129068,1/22/2025,Startup,MLflow,62447,129068,95757.5,2025,1,Low
207,Lane-Weaver,Retail,Computer Vision Engineer,"TensorFlow, Python, AWS, Reinforcement Learning, NumPy, CUDA",Senior,Internship,"Garciamouth, KI",110876-127413,5/18/2024,Large,TensorFlow,110876,127413,119144.5,2024,5,Medium
208,Hernandez PLC,Education,AI Product Manager,"SQL, MLflow, R",Senior,Remote,"Lake Charlesmouth, CL",85915-109356,10/13/2023,Startup,Scikit-learn,85915,109356,97635.5,2023,10,Low
209,Ortiz-Mcfarland,Finance,AI Product Manager,"NumPy, Reinforcement Learning, Azure, C++, R",Entry,Full-time,"Reyesview, NR",143326-161834,1/9/2024,Large,"Scikit-learn, BigQuery, FastAPI",143326,161834,152580,2024,1,High
210,Rice-Hendricks,Healthcare,Data Scientist,"Power BI, Azure, SQL, C++, Hugging Face",Senior,Full-time,"East William, NZ",89991-179017,1/1/2024,Mid,"KDB+, FastAPI, PyTorch",89991,179017,134504,2024,1,Medium
211,"Brown, Jackson and Carr",E-commerce,Computer Vision Engineer,"Python, Pandas, AWS, TensorFlow, SQL",Senior,Remote,"Greeneton, LU",67897-156557,11/8/2023,Mid,"KDB+, FastAPI",67897,156557,112227,2023,11,Medium
212,"Kelley, Steele and Bell",Finance,AI Product Manager,"LangChain, Flask, PyTorch, Python",Entry,Remote,"South Anthonyfurt, BO",44318-101581,1/16/2024,Mid,FastAPI,44318,101581,72949.5,2024,1,Low
213,Cline PLC,Tech,Data Analyst,"Keras, Azure, Excel, TensorFlow",Mid,Internship,"Hannahside, KI",67657-112933,12/31/2024,Mid,"Scikit-learn, MLflow",67657,112933,90295,2024,12,Low
214,Shah-White,Finance,Quant Researcher,"Keras, CUDA, PyTorch, Power BI",Entry,Contract,"Lake Erikburgh, ZM",97752-152521,1/29/2025,Large,BigQuery,97752,152521,125136.5,2025,1,Medium
215,Davis-Butler,Automotive,Data Scientist,"Scikit-learn, Power BI, PyTorch, SQL, Excel, AWS",Entry,Internship,"South Zacharyburgh, ES",93403-169785,1/13/2024,Mid,LangChain,93403,169785,131594,2024,1,Medium
216,"Newton, Kelly and Martinez",Automotive,NLP Engineer,"Azure, NumPy, LangChain, FastAPI, Hugging Face, Keras",Senior,Remote,"Lake Johnchester, CG",143054-182950,1/8/2024,Mid,"FastAPI, PyTorch, TensorFlow",143054,182950,163002,2024,1,High
217,Berry-Lewis,E-commerce,Computer Vision Engineer,"AWS, Python, Flask, Pandas, Azure, LangChain",Entry,Internship,"Melissaton, LA",123977-182190,10/24/2023,Startup,Scikit-learn,123977,182190,153083.5,2023,10,High
218,"Brandt, Fuller and Cruz",Finance,AI Researcher,"Hugging Face, R, C++",Mid,Remote,"New Sydneyton, PH",108708-183957,7/9/2024,Large,"TensorFlow, LangChain, FastAPI",108708,183957,146332.5,2024,7,Medium
219,Turner PLC,Tech,Quant Researcher,"Python, NumPy, Excel, Azure, Scikit-learn",Entry,Contract,"Jasonfurt, BW",42431-121809,9/9/2024,Mid,"BigQuery, PyTorch",42431,121809,82120,2024,9,Low
220,Sanchez Ltd,Automotive,AI Researcher,"Power BI, GCP, MLflow, CUDA, Flask",Entry,Full-time,"Barnetthaven, IN",129721-169068,3/16/2025,Startup,"KDB+, PyTorch",129721,169068,149394.5,2025,3,Medium
